train_x,train_y
"木村敦志，日本足球运动员，效力于大坂飞脚，位置守门员。
",0
"北冈悟，是一位日本的职业综合格斗家。
",0
"洛迪高维基奥，是巴西的足球运动员，司职前锋 前锋，现正效力科威特竞技足球俱乐部科威特竞技，他亦曾效力多间日职球会。
",0
"权纯泰，经常译为权顺泰，韩国足球运动员。
",0
"在国家队方面，沙维亚沙文在2001年已入选大溪地国家足球队。
",0
"子野是鲁襄公的庶子，鲁昭公和鲁定公之兄，母为敬归。
",3
"1921年2月，毕苏斯基访问巴黎，在那里他与法国总统亚历山大米勒兰谈判，以将成立法波同盟一事确定下来，而这一同盟将在同一年晚些时候正式建立。
",0
"1895年10月3日，谢尔盖叶赛宁出生在俄罗斯帝国时期梁赞州康斯坦丁诺沃镇的一个农民家庭。
",0
"退役后范赟在原申花队友申思、祁宏组建的上海幸运星足球俱乐部担任教练。
",0
"云和公主朱轩姝、朱常溆、明恭宗朱常洵、沅怀王朱常治、灵丘公主朱轩姚、寿宁公主朱轩媁。
",4
"蒋炳尧，中华人民共和国上海市人，足球教练，前足球运动员，被称为上海足坛名将。
",0
"酒井直树，日本足球运动员，前日本国家足球队成员。
",0
"女登，又称任姒，是炎帝的母亲，少典的正妃，出自有蟜氏。
",3
"2012年，李松益被新任主教练亨克滕卡特提升到山东鲁能泰山征战2012年中国足球超级联赛的预备队名单。
",0
"子    德川纲方、德川纲条、松平赖刚赖刚、松平赖侯赖侯、松平赖芳赖芳、纟、长、彦养嗣子松平赖常赖常、养女。
",4
"文庆男，朝鲜职业足球运动员，入选过朝鲜国家少年足球队、朝鲜国家青年足球队及朝鲜国家足球队。
",0
"2008年北京奥运之中，卢卡斯是巴西国奥队的先发主力，在半决赛中输给阿根廷，最终只能拿到第三名。
",0
"1900年，玛丽成为首位任教于巴黎高等师范学校的女性，她的丈夫也在巴黎大学获得教职。
",5
"中子是由剑桥大学卡文迪许实验室的英国物理学家詹姆斯查德威克詹姆斯查德威克于1932年发现的。
",5
"卢慕贞，广东香山县香山外堂村人，孙中山元配夫人。
",1
"马兰闺君丰见按司加那志尚丰王之继妃马良弼、毛梅南之女马秀之妹参见马家。
",1
"保罗恩里克查加斯德利马 一般被称作保罗恩里克、保罗恩里克甘索或是甘索，是一名巴西足球运动员，司职攻击型中场位置，目前效力于巴西圣保罗足球会圣保罗。
",0
"宰因阿比丁在659年舍尔邦月5日出生于麦地那，父亲侯赛因本阿里本阿比塔利卜侯赛因是先知穆罕默德的孙儿。
",0
"如果元首任期内其配偶离世，则由其女性亲属代为第一夫人，如1974年时任韩国总统朴正熙夫人陆英修遇刺身亡之后，由长女朴槿惠代任韩国第一夫人。
",1
"0133月8日何超仪、陈子聪。
",1
"古斯塔夫五世是奥斯卡二世国王和拿骚的索菲亚索菲亚王后的儿子、卡尔十四世约翰的曾孙、现任国王卡尔十六世古斯塔夫的曾祖父。
",2
"大山未希，出生于日本东京都江户川区，是日本女子排球运动员，身高178公分，体重72公斤。
",0
"石川直宏，日本足球运动员，前日本国家足球队成员。
",0
"马科斯安东尼奥塞纳达席尔瓦，巴西裔西班牙足球运动员，担任防守中场，曾长期效力西甲球会维拉利尔足球会维拉利尔，目前效力北美足球联赛的纽约宇宙队。
",0
"13世纪中期，巴伐利亚统治者列表 上巴伐利亚公爵上巴伐利亚公爵路德维希二世 路德维希二世支持其外甥施瓦本公爵康拉丁向教宗英诺森四世争夺西西里王国西西里的王位，但康拉丁失败，并在1268年于那不勒斯被处决。
",6
"第一位在伦敦大学学院担任政治经济学讲座教授的是约翰雷姆赛麦克库洛赫哪位经济学家。
",5
"2008年11月，朱玲玲与瑞安集团瑞安房地产富豪、人称上海姑爷的罗康瑞在新加坡四季酒店注册结婚。
",1
"母亲为演员甄美里姊姊亦是演员为李侑菲。
",2
"纪尧姆比代，文艺复兴时期欧洲法国人文主义法学家。
",0
"楚原的妻子是粤剧演员南红。
",1
"古斯塔夫五世是奥斯卡二世国王和拿骚的索菲亚索菲亚王后的儿子、卡尔十四世约翰的曾孙、现任国王卡尔十六世古斯塔夫的曾祖父。
",1
"2003年4月18日 科德因心脏病在佛罗里达威廉姆斯岛的家中去世 享年79岁。
",6
"合并到其丈夫鸠山由纪夫的条目中如何鸠山幸本身缺乏关注度。
",1
"哈尔古楚克都古愣特穆尔鸿台吉的孙子，阿斋之子，脱脱不花的异母幼弟，摩伦汗死后近十年，蒙古溷战，大汗之位空缺，直到1475年，满都鲁在溷战中胜利继位。
",2
"2012年，已经退役多年的王硕出现在了新组建的中乙球队北京亿通的球员名单里。
",0
"茂庭照幸，日本足球运动员，也是前日本国家足球队成员。
",0
"粉红豹之探长的诅咒，1983年美国米高梅公司出品的一部喜剧电影，导演为以粉红豹系列影集出名的布莱克爱德华，可惜此片并不受好评。
",6
"李犹龙的妻子蔡沁瑜也是台湾的新闻主播。
",1
"赤乌二年，诸葛瑾及步骘联名上书孙权，希望念及周瑜的功勋，宽恕周胤，恢服他的爵位及军队。
",3
"普里阿普斯是希腊神话中的生殖之神，他是酒神狄俄尼索斯和阿佛洛狄忒之子，是家畜、园艺、果树、蜜蜂的保护神。
",3
"施巴斯坦路斯古利达，阿根廷足球运动员，司职中场。
",0
"2011年5月2日阿隆索在马德里因车祸而被拘捕，他驾驶的座驾撞墙，导致一名20岁女乘客死亡，他被指驾车时体内酒精超标。
",6
"兰德施泰纳在维也纳大学学医，1891年他获医学博士学位。
",5
"1938年黄琪翔夫人郭秀仪与宋美龄、邓颖超等各界知名人士创建并领导了中国战时儿童保育会，拯救、收容和培育了战争难童三万余名。
",1
"班彪班固、班超、班昭。
",4
"2004年  无人的海边  闻汐  付永强  陈晓东、李冰冰、高圆圆男2号。
",3
"克丽奥佩脱拉的父亲是腓力二世 腓力二世，母亲奥林匹亚丝出身伊庇鲁斯摩罗西亚王室，其兄为亚历山大大帝，除此之外她还有一些同父异母的兄弟姊妹，如腓力三世 腓力阿里达乌斯、库娜涅、帖撒罗妮加。
",2
"2002年，姚学文与队友杨熙智一起成功投考加入香港消防处，成为消防员，告别职业球员生涯。
",0
"尺带珠丹派遣他的大臣尚赞咄等一千余人前来迎娶金城公主，景龙四年，唐中宗派左骁卫大将军杨矩送金城公主到吐蕃去。
",1
"李惠宗的长女顺天公主先嫁与陈煚之兄陈柳，后嫁陈煚，被册为皇后，生儿子陈圣宗陈晃次女李佛金在陈煚初即位时被册为皇后，后被废。
",2
"秦一男是一位台湾天文学家，现任教于澹江大学物理学系。
",5
"1830年法国七月革命革命之后，柯西由于对新的政府持反对态度而拒绝了巴黎综合理工学院的教书职位，综合理工学院转而邀请科里奥利填补他的空缺，但遭到了科里奥利的拒绝，理由是科里奥利希望能够将更多的时间投入到科学研究之中。
",5
"学者表示，在天体运行论发表60年之后，整个欧洲大陆也仅有约15位天文学家支持哥白尼英国的托马斯迪格斯和托马斯哈里奥特，意大利的焦尔达诺布鲁诺和伽利略伽利莱，西班牙的迭戈祖尼加，欧洲西北低地国家的西蒙斯蒂文还有在德国的最大的支持队伍格奥尔格约阿希姆莱提克斯、迈克尔米斯林、克里斯托夫罗斯曼，以及约翰内斯开普勒。
",5
"日高宪敬，日本足球运动员，前日本国家足球队成员。
",0
"加布里瓦法罗皮奥，，文艺复兴时期欧洲医生之一，继法布里奇之后担任帕多瓦大学解剖学教授，指导其所在系的解剖学研究，该系正是以解剖学闻名。
",5
"同胞兄弟 伏见宫邦辅亲王宽钦法亲王尧尊法亲王任助法亲王。
",4
"思陵，明思宗朱由检与庄烈愍皇后周皇后及田秀英田贵妃之合葬墓，位于北京昌平县天寿山，是明十三陵之一。
",1
"全雨根，1977年2月25日生于韩国，韩国职业足球运动员。
",0
"2014年3月2日台湾大在台湾体大出战台啤赛后，王信凯宣布退休。
",0
"穆里玛是鳌拜的弟弟，曾任一等侍卫。
",4
"曾与仁孝天皇女、孝明天皇妹和宫亲子内亲王订立婚约，但后因公武合体问题婚约被取消。
",3
"当他们全家搬到圣保罗后，若泽做了15年的保安工作来抚养妻子和儿子们，并把自己喜爱的这项运动教给孩子们。
",0
"2013年3月8日，他在2013年中国足球超级联赛第一轮上海东亚客场1比4不敌北京国安足球俱乐部北京国安的比赛第67分钟替补吕文君出场，首次在中超联赛亮相。
",0
"墨西哥名宿，号称花蝴蝶，可任前锋的门将金保斯。
",0
"尹锡荣，韩国足球运动员，现效力于英超球队女王公园巡游者足球俱乐部女王公园巡游者。
",0
"2011年5月2日阿隆索在马德里因车祸而被拘捕，他驾驶的座驾撞墙，导致一名20岁女乘客死亡，他被指驾车时体内酒精超标。
",0
"子皇十四子永璐 皇十五子仁宗睿皇帝嘉庆帝永琰乾隆帝皇十六子皇十六子 皇十七子庆僖亲王永璘。
",4
"在伦敦，伯克也与许多当时突出的知识分子和艺术家接触，包括了塞缪尔约翰逊塞缪尔詹森等人。
",1
"德川珠姬，德川秀忠次女，母亲为正室崇源院，又有另一个名字子子姬。
",3
"中国现实主义和欧洲多媒体学派的教育，加之作为专业设计师和装潢师的经验，使邱节的艺术创作深受多方面美学的影响。
",0
"松平赖恕是常陆国常陆水户藩主德川治纪的第二子，德川齐昭的哥哥。
",4
"永康 永康三年，南燕王慕容德攻辟闾浑，封孚出降，其时慕容德十分高兴。
",6
"犯罪学理论史上，第一个提出白领犯罪概念者，是美国的社会学家暨犯罪学家爱德文苏哲兰，在1939年。
",6
"朱载垕即位后，亲定谥号，追谥李氏为孝懿皇后，朱翊釴为宪怀太子，朱翊铃为靖悼王，长女为蓬莱公主，将李氏的父亲李铭封为德平伯爵伯。
",4
"杜正夫原名都丸正夫，日本人，为知名圣经学者，为国立台湾大学学生当中牧师是个能操道地国语及闽南语方言和英语的日本人。
",0
"卡尔亲王是大公路德维希二世 路德维希二世的次子，伊丽莎白是普鲁士国王列表普鲁士国王腓特烈威廉二世的孙女。
",2
"10月19日书剑恩仇录 书剑恩仇录28集李添胜彭文坚、梁珮玲、罗慧娟、任达华、黎美娴、石修、陈敏儿、吴启华、廖启智、商天娥主题曲胡汉梦由顾嘉煇作曲、编曲，黄霑填词，刘锡明、方晓虹主唱，插曲将进酒、相思扣由董岚主唱又名书剑江山金庸小说。
",1
"越后和男，日本足球运动员，前日本国家足球队成员。
",0
"西邑昌一，日本足球运动员，前日本国家足球队成员。
",0
"毛义云，童名思户金，号义云，是琉球国第二尚氏王朝世子尚纯之妃，并担任第二尚氏王朝第七代闻得大君。
",1
"13世纪初，中国云南德宏瑞丽孟卯的一部分傣族人，在昭龙苏卡法的率领下，南下缅甸，再逐步西迁，越过班哨山口，来到阿萨姆平原一个叫做勐丽勐兰的地方，创立了勐顿孙罕王国。
",0
"替代了天城文和孟加拉文的横杠的这些圆弧被认为是长期在贝多罗叶上用尖笔书写手稿实践的结果，太多直线会划破叶面。
",3
"在苏格兰东部北海 北海沿岸城市邓迪出生的查理阿当于2003年1月23日加盟流浪者足球俱乐部格拉斯哥流浪。
",0
"叔姜，鲁庄公的妾夫人，鲁闵公的母亲。
",3
"嫡兄弟曹丕、曹植、曹彰、曹熊。
",4
"1924年罗兰比歌，美国女演员。
",0
"小西行正之子是商人小西隆佐，其有子小西如清、小西行长、小西行景、小西主殿介。
",3
"熊井俊一，日本足球运动员，前日本国家足球队成员。
",0
"日本国家足球队中山雅史、名波浩、服部年宏。
",0
"莫氏佳是越南南北朝时期莫朝的宗室及将领莫敬典的女儿，为阮福源生下阮神宗阮福澜，武王阮福濶在1744年追赠为徽恭慈慎顺妃。
",1
"若泽萨尔内，巴西参议院议长，曾任巴西总统。
",0
"山口智是一位日本足球运动员，目前效力于千叶市原，位置后卫 后卫，表现良好，连三年获得日职最佳十一人的奖项。
",0
"今西和男，日本足球运动员，前日本国家足球队成员。
",0
"保罗奥利华基奥，，一般称作基奥，是一名喀麦隆职业足球运动员，司职前锋。
",0
"甸富文，南非足球运动员，司职中场，现效力英冠球会唐卡斯特流浪足球俱乐部唐卡士打，曾效力切尔西足球俱乐部车路士和流浪者足球俱乐部格拉斯哥流浪等球会。
",0
"破天神记三部曲是一部由日本作家荻原规子于1988年所开始发表的出道作，三部曲的名称分别是空色勾玉、白鸟异传和薄红天女。
",0
"庹宗华、莫少聪、黎明、夏玲玲、曹启泰。
",1
"1970年，李小龙曾创作以民初时代为背景的中国武侠片电影剧本无音箫，并成功觅得美国影星詹姆士柯本合作，但因李小龙回港拍摄唐山大兄而搁置。
",6
"迪罗斯曾经在一场对墨西拿的意甲赛事中，他用手为罗马攻入了一球，虽然球证毛罗贝尔贡齐已经将该球示意为入球，但迪罗斯立即承认其入球是犯手球在先，最后球证改判入球无效，而罗马在该场赛事以21击败对手。
",0
"1940年与同为留日学生孙彩苹女士在重庆结婚，育有1女1子，妻子曾随夫到台湾，因感情不洽离异返回大陆，后与救国会七君子之一章乃器生有一子章立凡。
",3
"李敏 ，杨丽华的女婿，宇文娥英的丈夫。
",3
"2011年，吴毅臻入选上海浦东中邦足球俱乐部上海中邦参加2011年中国足球乙级联赛。
",0
"此外，马塞利尼奥也是一些名为马塞洛的巴西足球运动员的昵称。
",0
"唐皇贵妃，中国明朝女性，为明代宗景泰帝皇贵妃。
",1
"岛田繁太郎于1883年出生于日本东京。
",6
"汤玛斯赛康比是一位多才多艺的英国作家和从1891年到1901年他是写了超过700个词条的国家人物传记大辞典的助理编辑。
",0
"1965年宫磊，中国已退役足球运动员，现为足球主教练。
",0
"韦贯之，本名韦纯，字贯之，一字正理，唐朝官员，唐宪宗年间为宰相。
",0
"抗日战争爆发后，清华大学南迁到云南，吴晗随之迁往昆明，继续接济袁震。
",1
"在一个卡塞凯姆威时期的陶罐密印上，卡塞凯姆威的妻子、皇后尼玛厄萨普被冠以王子之母的头衔，一些学者就此认为她是左塞尔的母亲，而卡塞凯姆威则是他的父亲。
",2
"王信 汉武帝时共侯王仲之子，长姊王氏即孝景王皇后，次姊王儿姁。
",4
"高纬听到后马上起身，但冯小怜恳请北齐后主再下一盘棋，高纬答应，延误了发兵时间。
",1
"井野亚季子，出生于日本东京都江户川区，是日本女子排球运动员，身高168公分，体重60公斤，场上位置为自由人。
",0
"清泷信宏，日本经济学家、美国普林斯顿大学教授。
",5
"直到委任赫尔伯特查普曼后阿仙奴才进入首个高峰期，他令球队风格变得更现代化，并且大大改善球员的练习和技术，1934年，查普曼逝世，由佐治阿里臣接任，带领球队在1930年代30年代赢得5次联赛冠军及2次英格兰足总杯足总杯冠军。
",6
"同胞兄弟 道祐入道亲王八条宫尚仁亲王公辨法亲王。
",4
"兄弟 兄松平信康信康、结城秀康秀康、德川秀忠秀忠弟武田信吉信吉、松平忠辉忠辉、松平松千代松千代、松平仙千代仙千代、德川义直义直、德川赖宣赖宣、德川赖房赖房。
",4
"山崎实生于华盛顿州西雅图，是当地的第二代日裔美国人。
",0
"陈俊乐的父亲是消防员，母亲是家庭主妇，兄长陈家乐 陈家乐则是前香港甲组足球联赛球员。
",0
"石毛秀树，日本足球运动员，司职中场，现效力于日本职业足球联赛球队清水心跳。
",0
"卡拿奥，全名为卡洛斯阿历山大苏沙施华，1986年8月1日生于里约热内卢，巴西职业足球运动员，现效力于日本职业足球联赛球会鹿岛鹿角。
",0
"丹麦历史上曾出现过大量的世界级运动员，包括米歇尔劳德鲁普和布莱恩劳德鲁普兄弟，世界最佳门将之一的舒梅切尔，容达尔托马森，尼克拉斯本特纳和托马斯赫尔维格等。
",0
"司马通长兄司马朗字伯达，次兄宣帝司马懿字仲达，三兄司马孚字叔达，四兄司马馗字季达，五兄司马恂 司马恂字显达，六兄司马进字惠达，幼弟司马敏字幼达，都在当时知名，故号称为八达。
",4
"一年多后，米兰达终获代表巴西上阵的机会，在2009年4月1日的2010年世界杯外围赛对秘鲁国家足球队秘鲁的赛事，米兰达入替了受伤的雷沙奥。
",6
"马默比莱姆迪乌夫是塞内加尔足球运动员，司职前锋，现时效力英超球会史笃城足球会史笃城，曾效力于曼联，并被外借到莫迪足球会莫迪及布力般流浪。
",0
"水本裕贵是一位日本足球运动员，效力于广岛三箭，司职后卫 后卫，入选过日本国家足球队日本国家队。
",0
"诺尔曼道金在1947年至1955年间是一位于盖茨黑德出生的英格兰足球运动员，司职后衞 后衞。
",3
"建安 建安十二年，由于曹操在发迹前已和蔡琰的父亲蔡邕相熟，对蔡邕无嗣感到难过，因此十分同情蔡琰的遭遇，遣使以重金将蔡琰赎回，并安排其再嫁同乡陈留董祀，文姬归汉亦成为中国有名的故事。
",3
"1682年法国国王路易十四宣布将宫廷从巴黎罗浮宫迁往凡尔赛宫。
",6
"世界杯赛影响力亦体现在多国的政治领域，通常夺冠球队与表现出色的球员都会被各国视为民族英雄，1998年法国队在本土勇夺冠军，法国总统希拉克甚至在颁奖时让队长迪迪埃德尚背对自己站在长桌上高举大力神杯，甚至于八年后的2006年德国世界杯德国世界杯，当法国队决赛点球46输于意大利队时，希拉克仍旧在球队回国后在总统府接见了亚军球队。
",0
"元昭皇后晁皇后万寿公主不详不详郑颢。
",1
"结婚七年后，安托瓦内特生下一个女孩，名玛丽泰瑞丝，是她第一个子女，接着安托瓦内特又生下两个男孩，即路易约瑟夫 路易约瑟夫、路易十七，之后安托瓦内特又生下一个女孩苏菲海伦碧雅翠丝苏菲公主，是她最后一个子女。
",2
"李源潮中华人民共和国副主席，中共中央政治局委员，校友高建进的丈夫。
",1
"浅井万福丸，浅井长政之子，据说正式的名称应为浅井辉政。
",3
"瑞亚与克洛诺斯结合生了六个孩子，他们分别是德墨忒尔，赫拉，赫斯提亚，哈得斯，波塞顿和宙斯。
",2
"后来赫希在牛津大学人任讲席教授，1992年退休。
",5
"加茂健，日本足球运动员，前日本国家足球队成员。
",0
"米田贺，中国吉林省长春市人，祖籍山东省，足球运动员。
",0
"同胞兄弟朝鲜文宗李珦安平大君李瑢临瀛大君李璆广平大君李璵锦城大君李瑜平原大君李琳永膺大君李琰。
",4
"乔恩克莱尔出生于美国纽约，他的母亲格蕾琴克莱尔是一位编辑、歌手和演员，而他的父亲大卫克莱尔也是一位歌手和演员。
",0
"宰因阿比丁在659年舍尔邦月5日出生于麦地那，父亲侯赛因本阿里本阿比塔利卜侯赛因是先知穆罕默德的孙儿。
",2
"风间八宏富士电视台足球解说员、原日本队队员 。
",0
"泽登正朗，日本足球运动员，前日本国家足球队成员。
",0
"小畑穰，日本足球运动员，前日本国家足球队成员。
",0
"加雷斯埃文斯是一名出生于威尔士的印度尼西亚电影导演，主要拍摄动作片。
",0
"大村和市郎，日本足球运动员，前日本国家足球队成员。
",0
"弗兰科帕西尼，义大利天文学家，曾经担任佛罗伦斯大学教授。
",5
"25 赉德公主阮福贞慎1826年1904年  阮氏宝  号梅庵，诗人，与阮福永贞、阮福静和并称阮朝三卿。
",4
"金曜エンタテイメント山村美纱サスペンス京都怪奇伝说杀人事件 。
",0
"林奂均经急救后脱险，林义雄妻子方素敏因探监而幸免于难，此桉震惊国内外。
",1
"游佐和重，是日本东京都出身的动画师、演出家。
",0
"周本晚年好饮酒和施舍，有人劝他为子孙积蓄，他说我侍奉武皇帝，位至将相，难道是谁留给我的吗南唐以唐朝郭子仪之礼为他治丧，谥恭烈。
",0
"而在1月份，克莱奥和保罗马科斯德约苏斯里贝罗保隆分别被租借到日本和巴西球队，加上此前转会到武汉卓尔职业足球俱乐部武汉卓尔的赵源熙，球队本赛季的外援调整全部完成。
",0
"内田达也是一位日本足球运动员，效力于大坂飞脚，担任后卫 后卫的位置。
",0
"1965年底，62岁的华岗被押往济南山东省监狱服刑，，这正是他30多年前曾被国民党关押过的地方。
",6
"1848年德国巴色会差会和瑞士信徒组织的崇真会派牧师黎力基到潮安龙湖传教，但不被当地官府所容。
",6
"演员山姆沃辛顿饰演主角英雄珀尔修斯，连恩尼逊饰演宙斯，其他演员有雷夫范恩斯、艾莉莎黛娃洛丝等人演出。
",2
"在古希腊的奥林匹斯十二主神分别为宙斯，赫拉，波塞冬，雅典娜，阿瑞斯，得墨忒耳，阿波罗，阿耳忒弥斯，赫淮斯托斯，阿佛洛狄忒，爱马仕和赫斯提亚。
",4
"曾和着名演员林翠结婚，他们的女儿为前艺人及歌手王馨平。
",2
"到教会三恶魔西克斯特四世、诺森八世和亚历山大六世的时代，这些文艺复兴舞台上的伟大人物均不能掩盖罗马日益衰落的现实，寡廉鲜耻的任人唯亲、巧取豪夺和横征暴敛，以及罗马涅一次次遭受的蹂躏，预示着基督教即将到来的分崩离析。
",6
"他们在澳大利亚斯壮罗山天文台工作的巴特包克巴特博克领导下，编制了这本南天星云的目录。
",5
"李润华，退役香港足球运动员，曾效力愉园体育会愉园与精工足球队精工。
",0
"林孝贤负责丽新集团上海地产项目香港广场，开业当日林建岳全家总动员出席，包括母亲余宝珠、哥哥林建名、弟弟林建康、儿子林孝贤及前妻谢玲玲，还有岳少旗下一班艺人到来撑场，包括杨千嬅、许志安、黄秋生、王菀之。
",2
"上半场，法国队由齐达内打进一个直接任意球，随后盖兹卡门迭塔为西班牙追平，但德约卡夫的进球使法国队再度领先。
",0
"2011年7月，毕津浩回到中国，在中国足球超级联赛球队河南建业足球俱乐部河南建业试训成功，加盟球队。
",0
"1963年让皮埃尔帕潘，法国前足球运动员。
",0
"明末清初，除克什克腾还属于阿赤赖台吉的后代，浩齐特为达赉逊的后裔所据，敖汉为博迪弟纳密克之孙岱青杜愣所据，奈曼为纳密克之孙额森伟征所据，乌珠穆沁为博迪之子翁衮都喇尔所据，苏尼特为博迪次子可可出大台吉所据。
",3
"同时这次作战也促使数名经验丰富的苏联军事领导人遭到提拔，例如格奥尔基康斯坦丁诺维奇朱可夫便在之后莫斯科战役中便成了关键性的角色。
",0
"陆晔为东吴丞相陆逊的侄孙，祖父为陆逊弟陆瑁。
",4
"伦纳德是一个非裔美国人，被控在马里兰州多彻斯特郡 多彻斯特郡谋杀一名白人女性，当时伦纳德只有16岁。
",6
"文姜，生鲁庄公、庆父、叔牙、季友。
",2
"一年多后，米兰达终获代表巴西上阵的机会，在2009年4月1日的2010年世界杯外围赛对秘鲁国家足球队秘鲁的赛事，米兰达入替了受伤的雷沙奥。
",0
"村井慎二，日本足球运动员，前日本国家足球队成员。
",0
"苏俊贤，是香港足球运动员，司职中场位置，效力香港乙组足球联赛球队大中足球会大中。
",0
"又当曹丕欲篡汉自立的时候，华歆深谙曹丕恐惧顾虑世间的骂名，于是担纲扮演逼宫的黑脸主角，强逼汉献帝禅位给曹丕，成为曹魏开国的大功臣。
",6
"阿蒙摩斯的父亲为图特摩斯一世但母亲却仍有争议可能是图特摩斯一世的大皇后雅赫摩斯王后雅赫摩斯或是第二位皇后姆特诺费列特他是图特摩斯二世娃德杰摩斯女王哈特谢普苏特与妮斐鲁碧提公主的兄弟。
",3
"杜瀚滔入选香港奥运足球代表队，参加2012年奥运足球预赛，2011年2月23日晚上，在香港大球场举行的亚洲区首圈首回合主场对马尔代夫，杜瀚滔个人梅开二度，协助香港奥运足球代表队香港奥运队以40大胜马尔代夫，旗开得胜。
",0
"布赖恩约瑟夫森，英国物理学家，犹太人，生于威尔士卡地夫。
",0
"金子久，日本足球运动员，前日本国家足球队成员。
",0
"5月15日贝西恩伊德里扎，终年22岁，奥地利足球运动员，效力于史云斯足球会，因心脏病发逝世。
",6
"在初代将军德川家康生前创设御三家之后，第8代将军德川吉宗时又让自己的次子德川宗武创设了田安家、四子德川宗尹则创设了一桥家，之后的第9代将军德川家重又让次子德川重好成立清水家，此后即确立了御三卿的体制，其家格仅次于德川御三家御三家。
",4
"顺带一提，斯波义银是被织田信长追放的守护，但是弟弟津川义冬是织田信雄的义兄弟，织田信包的儿子伊势林藩藩主织田信重的舅舅，四男津川近治是织田长益的女婿，与织田家有相当深的关系。
",4
"富察富尔敦富尔敦傅庆傅德傅广傅成傅明傅向傅良傅兴萨喇保祝广成傅清傅文傅宽傅玉乾隆帝孝贤纯皇后傅谦傅恒托隆托庸达尔布。
",1
"周美青，生于英属香港香港，籍贯南京市，中华民国第一夫人、现任总统马英九的妻子，夫妇育有马唯中、马元中二女。
",3
"云和公主朱轩姝、朱常溆、明恭宗朱常洵、沅怀王朱常治、灵丘公主朱轩姚、寿宁公主朱轩媁。
",4
"赖国维，台湾篮球运动员，目前效力于台湾啤酒篮球队，主要位置是后卫。
",0
"同胞兄弟朝鲜世祖李瑈安平大君李瑢临瀛大君李璆广平大君李璵锦城大君李瑜平原大君李琳永膺大君李琰。
",4
"2008年6月25日，唐德超在广州医药客场0比2不敌天津泰达足球俱乐部天津泰达的比赛第60分钟替补周麟出场，完成个人在中超联赛的首秀。
",0
"珀耳塞斯与阿斯忒里亚所生的孩子中最着名的是赫卡忒。
",2
"巴尔科生于哥伦比亚东北部省分北桑坦德省的库库塔，1958年毕业于美国麻省理工学院。
",0
"1827年穆罕默德阿里派他的儿子易卜拉欣 易卜拉欣带领他的新军帮助苏丹马哈茂德二世在希腊独立战争中对付希腊。
",3
"路易德布罗意路易维克多皮埃尔雷蒙第七代德布罗意公爵，物理学者，1929年诺贝尔物理奖得主。
",5
"雍正六年三月十六日，尚宽室由父亲尚敬王许配给蔡温之子蔡翼，当日尚敬王派天愿亲方东氏政嘉定下婚约，见蔡温于赤平村之家狭窄，不适合作为仪宾之家，就决定改赐家宅。
",3
"马度沙林法兰西连奴达施华，出生于巴西拿度，巴西足球员，司职进攻中场。
",0
"查理斯尚柏朗是一位法国微生物学家。
",0
"1709年，郑根死后，由郑栐的孙子、23岁的郑㭎嗣位，郑㭎追尊祖父郑栐为良穆王。
",3
"莫兰库珀，出生在波兰奥斯威辛集中营，是纳粹德国时期建立最主要的集中营和灭绝营。
",0
"万门大学是由童哲创办的虚拟网络大学，宣称致力于降低中国高等教育门槛。
",5
"至今利物浦大学已经培养出了八名诺贝尔奖得主，他们分布在科学，医药与和平领域，他们是医生罗纳德罗斯、物理学家查尔斯巴克拉、生理学家查尔斯斯科特谢灵顿、物理学家詹姆斯查德威克、化学家罗伯特鲁宾逊、生理学家哈尔戈宾霍拉纳、罗德尼罗伯特波特和物理学家约瑟夫罗特布拉特。
",5
"1954年玛丽盖茨基尔，美国女作家。
",0
"大卫里昂1976年4月16日出身，是一名澳洲演员。
",0
"齐惠公元前609年前599年少卫姬齐桓公。
",3
"2012年7月25日，朝鲜方面首次公开李雪主为时任国家领导人金正恩的夫人。
",1
"1966年罗马里奥，巴西足球运动员。
",0
"寺田周平，日本足球运动员，前日本国家足球队成员。
",0
"法兰高迪山度，阿根廷足球运动员，司职前锋 前锋，现时效力德甲球会云达不莱梅体育会云达不莱梅。
",0
"黄锡镐入选韩国国奥队参加2012年夏季奥林匹克运动会足球比赛的名单，在洪正好和张贤秀接连受伤离队后，他成为球队的主力中后卫，和金英权搭档在奥运会所有比赛都有出场，最终帮助球队获得铜牌。
",0
"李树烊，是香港足球运动员，司职后衞，现时效力香港甲组足球联赛球队公民足球队。
",0
"李查德，生于1954年，是英国惊悚小说作家吉姆葛兰特的笔名。
",0
"在罗马，接收了贿赂的元老、执政官、保民官们尽力包庇纵容朱古达的肆意妄为朱古达通过行贿执政官卢基乌斯卡尔普尔尼乌斯贝斯蒂亚，曾一度与罗马达成条件非常优厚的投降协议。
",5
"阿尔西诺伊一世与托勒密二世生了三个孩子，包括托勒密二世的继承人托勒密三世。
",2
"同胞兄弟 伏见宫邦高亲王道永入道亲王觉圆法亲王觉胤法亲王慈运法亲王道应法亲王某王子智晓。
",4
"林云曾被作家李敖在节目上指斥为妖僧，原因为李敖前妻胡茵梦听信林云之言，欲在房间四角摆上四个铜钱，李敖称其为妖妄之举。
",1
"北川进，日本化学家，现任京都大学教授。
",5
"另外，母以子贵，周瑜长子周循官拜骑都尉，更是吴大帝孙权的女婿，其生母的称号理应会被记录下，但史书中周瑜的妻妾只有小乔一人。
",3
